label=QoSThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
21159.468,45.073
21204.429,44.961
21249.544,45.115
21294.609,45.065
21339.681,45.072
21380.059,40.378
21425.106,45.047
21470.159,45.052
21513.135,42.977
21556.802,43.666
21601.858,45.057
21646.981,45.122
21692.037,45.056
21737.091,45.054
21782.233,45.142
21827.293,45.061
21872.341,45.048
21917.411,45.070
21962.598,45.187
22007.734,45.136
22052.856,45.122
22097.932,45.076
22142.993,45.061
22188.094,45.101
22232.698,44.604
22277.765,45.067
22322.876,45.111
22367.966,45.090
22413.086,45.120
22458.148,45.062
22503.206,45.059
22548.328,45.122
22591.637,43.309
22636.769,45.132
22681.819,45.051
22726.710,44.890
22771.832,45.122
22816.890,45.058
22861.936,45.047
22906.982,45.046
22952.048,45.066
22997.110,45.061
23042.174,45.065
23082.448,40.273
23127.513,45.065
23172.571,45.058
23217.616,45.044
23260.397,42.781
23305.524,45.127
23350.614,45.090
23395.659,45.045
23440.776,45.118
23481.295,40.519
23526.375,45.079
23571.438,45.063
23616.507,45.069
23661.554,45.047
23706.600,45.046
23751.662,45.062
23796.746,45.084
23841.873,45.127
23886.927,45.055
23932.063,45.136
23973.125,41.062
24018.249,45.124
24063.300,45.051
24108.349,45.049
24151.327,42.978
24193.133,41.806
24234.771,41.637
24280.110,45.340
24324.981,44.871
24370.122,45.142
24415.251,45.129
24460.380,45.129
24505.435,45.055
24550.507,45.072
24594.474,43.967
24639.586,45.113
24684.654,45.068
24725.753,41.099
24770.881,45.128
24815.961,45.080
24861.083,45.122
24903.127,42.044
24948.261,45.134
24993.324,45.063
25038.450,45.126
25083.497,45.046
25127.566,44.069
25172.636,45.070
25217.692,45.056
25262.823,45.131
25308.049,45.226
25353.155,45.106
25398.243,45.087
25443.295,45.052
25488.411,45.116
25533.124,44.713
25578.171,45.047
25623.221,45.050
25668.277,45.056
25713.406,45.129
25758.483,45.077
25803.553,45.070
25848.675,45.122
25893.728,45.053
25938.778,45.050
25983.824,45.046
26028.899,45.075
26073.944,45.045
26119.079,45.136
26163.423,44.344
26208.483,45.059
26253.125,44.642
26298.183,45.058
26343.224,45.042
26384.206,40.982
26429.338,45.132
26473.126,43.788
26518.256,45.131
26563.371,45.114
26608.491,45.120
26653.542,45.051
26698.593,45.051
26743.645,45.052
26788.785,45.139
26833.841,45.057
26878.925,45.083
26923.973,45.048
26969.055,45.082
27014.098,45.043
27059.158,45.060
27104.301,45.143
27146.457,42.157
27191.585,45.127
27236.711,45.126
27279.926,43.215
27325.045,45.119
27365.635,40.590
