label=NiceThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
40449.868,45.120
40494.932,45.064
40539.980,45.047
40585.065,45.085
40629.105,44.041
40674.163,45.058
40719.212,45.049
40762.931,43.719
40808.052,45.120
40853.113,45.061
40896.285,43.172
40941.342,45.058
40986.459,45.117
41031.515,45.056
41076.586,45.071
41121.641,45.055
41166.758,45.118
41211.803,45.044
41256.921,45.118
41301.973,45.051
41347.032,45.059
41392.078,45.047
41437.201,45.123
41482.270,45.069
41527.359,45.089
41572.435,45.077
41617.499,45.063
41662.545,45.046
41707.643,45.098
41752.696,45.053
41797.144,44.448
41842.109,44.964
41887.186,45.077
41930.935,43.749
41976.060,45.125
42020.988,44.929
42066.116,45.128
42110.988,44.872
42156.099,45.111
42201.148,45.049
42246.188,45.040
42291.251,45.063
42336.294,45.043
42381.336,45.042
42426.377,45.040
42467.685,41.308
42512.749,45.065
42557.811,45.062
42602.872,45.061
42647.939,45.067
42692.991,45.052
42738.107,45.116
42783.150,45.044
42828.202,45.051
42873.637,45.435
42918.770,45.133
42963.830,45.060
43008.874,45.044
43053.976,45.102
43099.039,45.063
43144.110,45.071
43189.230,45.121
43229.624,40.394
43274.672,45.047
43319.757,45.085
43364.804,45.047
43409.867,45.063
43454.977,45.111
43496.328,41.350
43537.464,41.136
43582.567,45.103
43627.630,45.063
43672.691,45.061
43717.811,45.120
43762.876,45.065
43807.978,45.102
43849.093,41.114
43894.186,45.093
43939.273,45.087
43984.334,45.061
44029.450,45.116
44074.496,45.046
44119.619,45.124
44162.914,43.295
44207.999,45.085
44253.060,45.061
44298.174,45.114
44343.248,45.074
44388.299,45.051
44431.298,43.000
44476.372,45.073
44521.429,45.058
44566.513,45.084
44611.565,45.052
44656.619,45.054
44701.748,45.129
44744.210,42.462
44789.334,45.124
44829.625,40.290
44870.901,41.277
44915.967,45.065
44961.002,45.035
45006.047,45.045
45051.171,45.124
45096.304,45.132
45141.370,45.066
45186.438,45.068
45229.622,43.184
45274.675,45.053
45319.721,45.046
45364.762,45.041
45409.840,45.078
45454.892,45.052
45499.958,45.066
45545.003,45.045
45590.119,45.116
45635.255,45.136
45680.315,45.060
45720.985,40.670
45762.892,41.908
45807.952,45.060
45853.003,45.051
45898.134,45.130
45943.182,45.048
45987.065,43.883
46032.135,45.071
46073.037,40.902
46118.148,45.110
46162.935,44.787
46208.039,45.104
46253.156,45.117
46296.297,43.142
46340.988,44.691
46386.029,45.041
46431.070,45.041
46471.313,40.244
46514.853,43.540
46559.976,45.123
46605.027,45.051
46650.082,45.054
46690.985,40.903
46733.534,42.550
46774.044,40.510
46819.170,45.125
46860.986,41.817
46906.112,45.126
46951.292,45.180
46996.430,45.138
47040.995,44.565
47086.121,45.127
47131.187,45.066
47176.306,45.119
47221.361,45.055
47266.426,45.065
47306.619,40.193
47351.673,45.054
47396.775,45.102
47441.816,45.041
47486.860,45.045
47531.922,45.062
47574.502,42.580
47619.631,45.128
47664.699,45.068
47705.614,40.915
47750.742,45.128
47795.813,45.071
47840.866,45.053
47885.990,45.125
47928.516,42.526
47971.498,42.982
48014.760,43.262
