label=AudioBG-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
57322.717,41.634
57362.709,39.991
57402.709,40.001
57444.859,42.149
57483.719,38.861
57522.789,39.069
57562.774,39.985
57602.710,39.936
57644.159,41.449
57685.087,40.928
57721.966,36.878
57762.732,40.767
57802.724,39.991
57845.073,42.350
57885.055,39.981
57922.743,37.688
57962.405,39.662
58004.362,41.957
58043.690,39.327
58085.097,41.407
58122.770,37.673
58164.389,41.619
58205.051,40.662
58242.751,37.700
58285.089,42.339
58322.928,37.839
58362.735,39.807
58405.134,42.399
58445.131,39.997
58482.756,37.625
58522.796,40.041
58565.129,42.332
58605.060,39.931
58641.927,36.868
58685.086,43.159
58722.947,37.861
58761.502,38.554
58805.088,43.586
58845.071,39.983
58880.570,35.499
58922.716,42.147
58963.975,41.259
59001.612,37.637
59041.721,40.109
59085.051,43.330
59122.781,37.730
59162.722,39.941
59201.798,39.076
59245.053,43.255
59285.132,40.079
59322.723,37.591
59362.732,40.008
59405.068,42.336
59441.211,36.144
59483.512,42.301
59522.730,39.218
59562.732,40.002
59600.395,37.663
59641.574,41.179
59686.422,44.848
59722.940,36.518
59765.057,42.116
59800.720,35.663
59845.133,44.414
59882.219,37.086
59922.810,40.591
59962.705,39.896
60003.186,40.481
60042.777,39.591
60085.073,42.296
60122.753,37.680
60162.792,40.039
60201.450,38.658
60245.076,43.626
60283.272,38.196
60322.769,39.497
60362.706,39.937
60401.721,39.016
60441.209,39.488
60485.067,43.858
60522.719,37.651
60562.746,40.027
60602.051,39.305
60640.675,38.624
60685.083,44.409
60722.883,37.800
60761.103,38.220
60802.359,41.257
60845.097,42.737
60883.753,38.656
60922.941,39.188
60965.140,42.199
61004.790,39.650
61043.798,39.008
61085.070,41.272
61122.943,37.873
61162.720,39.777
61202.990,40.270
61242.732,39.742
61285.073,42.341
61322.905,37.831
61362.751,39.846
61403.378,40.627
61445.131,41.753
61485.067,39.937
61522.923,37.856
61562.705,39.782
